Date,Open,High,Low,Close,Adj Close,Volume,SMAAC_7,SMAAC_12,SMAAC_21,SMAAC_26,SMAAC_50,SMAAC_100,SMAAC_200,EMAAC_7,EMAAC_12,EMAAC_21,EMAAC_26,EMAAC_50,EMAAC_100,EMAAC_200,MACD,TR,SMATR_14,SATR_14,DX,SADX_14,PSAR,CT,CHAC,RS,RSI,SO_5,SO_14,WR_5,WR_14,ROCAC_1,ROCAC_7,ROCAC_12,ROCAC_14,ROCAC_21,ROCAC_26,ROCAC_50,ROCAC_100,ROCAC_200,MOM_1,MOM_7,MOM_12,MOM_14,MOM_21,MOM_26,MOM_50,MOM_100,MOM_200,VARAC_14,STDEVAC_14,LBB_20,UBB_20,VI_14,CV_12,OBV,COBV,ACCDIST,CMF
38342,3102.939941,3125.179932,3088.47998,3097.919922,3097.885254,9900,3163.45888,3175.966126,3200.804618,3216.066294,3232.230601,3248.67562,3445.927148,3149.768789,3169.294693,3190.087598,3198.507816,3226.547169,3292.478492,3454.063394,-44.01499263,36.699952,38.16074921,43.50177756,29.43306595,11.51900438,3216.754268,1,6.780029,-2.363010511,173.3670057,0.073547581,0.058258656,0.926452419,0.926452419,-0.00218382,-0.030649028,-0.03355505,-0.035051109,-0.053630949,-0.053847728,-0.101208052,-0.062157204,-0.205225457,-6.780029,-97.949219,-107.558838,-112.528564,-175.557861,-176.307861,-176.307861,-205.317871,-799.931152,1265.320817,35.57134825,3114.398741,3279.946645,0.027994345,-0.000207458,-242800,0.042507514,461493527.2,37111.32187
38343,3100.77002,3169.570068,3096.419922,3169.320068,3169.284668,13300,3159.6732,3173.172831,3195.844692,3212.031353,3226.68187,3247.336436,3442.28449,3154.647759,3169.29315,3188.196423,3196.343139,3224.301581,3290.039011,3451.229775,-39.15524029,73.150146,41.54647393,43.36211301,10.62417392,11.45508792,3198.795868,1,-71.399414,-1.179135224,658.2375014,0.644580555,0.500524759,0.355419445,0.355419445,0.023047792,-0.008292097,-0.010465682,-0.008627,-0.026340519,-0.020856835,-0.043160558,-0.048000638,-0.194477537,71.399414,-26.499756,-33.519531,-27.579346,-85.739014,-67.509277,-67.509277,-159.798096,-765.161377,1247.611264,35.32154108,3113.73894,3272.032545,0.037021306,-0.000237092,-229500,-0.054777595,462659304.9,37508.99492
38344,3170.610107,3172.590088,3116.350098,3123.050049,3123.015137,9200,3150.681885,3169.077881,3189.558571,3207.655245,3222.897314,3245.275759,3438.227335,3146.739603,3162.173456,3182.270851,3190.911435,3220.329564,3286.731607,3447.963958,-39.96320766,56.23999,43.82789829,43.39538339,9.458769755,11.31249377,3183.351643,1,46.269531,-1.566996769,276.3678479,0.341324177,0.213919533,0.658675823,0.658675823,-0.014599361,-0.019755214,-0.015490861,-0.0257153,-0.040018545,-0.049114564,-0.053973812,-0.048827853,-0.200971711,-46.269531,-62.939209,-49.139404,-82.428955,-130.188476,-161.308105,-161.308105,-160.318115,-785.50122,1370.323742,37.01788409,3106.730495,3266.022142,0.03919914,-0.000286173,-238700,0.040087146,463690271.1,38233.62771
38345,3126.610107,3139.23999,3115.909912,3125.5,3125.465088,6300,3138.252058,3164.785441,3183.475784,3201.545316,3219.382754,3243.697078,3434.312079,3141.420974,3156.526015,3177.106691,3186.063557,3216.609388,3283.538211,3444.755014,-40.49255543,23.330078,43.14719936,43.37765596,9.608244023,11.19076164,3172.590088,1,-2.449951,-1.523169126,291.1427777,0.439722512,0.229095152,0.560277488,0.560277488,0.000784483,-0.027084668,-0.016213312,-0.024147312,-0.041239945,-0.05297064,-0.05674041,-0.040568975,-0.183484177,2.449951,-87.008789,-51.509277,-77.339111,-134.438232,-174.818115,-174.818115,-132.158447,-702.342041,1423.465771,37.72884534,3103.342466,3255.966348,0.039272239,-0.000311814,-232400,-0.026392962,465384576.6,38829.9021
38348,3126.439941,3141.47998,3114.709961,3123.600098,3123.565186,6200,3128.742188,3156.781393,3176.983492,3194.748469,3215.5846,3242.356494,3430.790869,3136.957027,3151.455118,3172.239282,3181.434048,3212.960596,3280.370428,3441.559095,-36.75259184,26.770019,42.463623,43.31236789,8.625486634,11.00752771,3172.590088,1,1.899902,-1.328688164,404.2397352,0.41713424,0.217326676,0.58286576,0.58286576,-0.000607878,-0.020867175,-0.029832331,-0.015317461,-0.031462847,-0.054963738,-0.060746519,-0.032341961,-0.182767808,-1.899902,-66.569091,-96.048584,-48.589355,-101.46875,-181.667968,-181.667968,-104.398681,-698.561767,1538.60342,39.22503563,3097.523244,3251.638695,0.038417121,-0.000325964,-238600,0.026678141,466837643,39189.34916
38349,3125.419922,3127.100098,3100.02002,3117.030029,3116.995117,10200,3122.982248,3150.211446,3171.838786,3187.508545,3211.412847,3241.246807,3427.26521,3131.96655,3146.153579,3167.217085,3176.660794,3209.197244,3277.135273,3438.329603,-35.18549599,27.080078,42.34505786,43.24327432,14.06702388,11.22606315,3160.814673,1,6.570069,-1.419410954,338.4296332,0.270121441,0.17663,0.729878559,0.729878559,-0.002103388,-0.012770213,-0.024669412,-0.018879362,-0.033781662,-0.047793101,-0.064157269,-0.060711173,-0.201332896,-6.570069,-40.31958,-78.839356,-59.979248,-108.97876,-156.447998,-156.447998,-201.467774,-785.751221,1655.005298,40.68175633,3091.969156,3246.294906,0.038328507,-0.000340213,-248800,0.042749371,469195968.2,39113.33485
38350,3120.550049,3135.580078,3101.659912,3110.409912,3110.375,9500,3123.797921,3143.093994,3166.334077,3181.236694,3207.006694,3239.165928,3423.303353,3126.568662,3140.649183,3162.049623,3171.750735,3205.321862,3273.83309,3435.066373,-41.29055172,33.920166,38.58792543,42.9107494,9.994831673,11.13811805,3150.687816,1,6.620117,-2.088372737,191.8802876,0.142689407,0.158579047,0.857310593,0.857310593,-0.002123878,0.001839077,-0.026725653,-0.033929154,-0.031160724,-0.044438596,-0.055138063,-0.048318322,-0.21311025,-6.620117,5.709717,-85.409424,-109.23877,-100.038818,-144.648682,-144.648682,-157.918457,-842.370605,1491.642978,38.62179408,3085.366697,3242.893484,0.035166615,-0.000358454,-258300,0.03818328,470947729.4,38893.40914
38351,3110.47998,3126.399902,3091.159912,3112.429932,3112.39502,10400,3125.870745,3136.96405,3161.666516,3175.750977,3203.416934,3237.606943,3419.1016,3123.025252,3136.302388,3157.535568,3167.354016,3201.677672,3270.636296,3431.855713,-43.04006921,35.23999,38.62220971,42.60442513,14.08477638,11.34859364,3141.978719,1,-2.02002,-1.814926618,222.7104353,0.422000781,0.187011388,0.577999219,0.577999219,0.000649446,0.004683765,-0.023088632,-0.026108816,-0.026422455,-0.043283056,-0.066622942,-0.049474221,-0.211731699,2.02002,14.509766,-73.559326,-83.439453,-84.468994,-140.808593,-140.808593,-161.998046,-836.000488,1414.521636,37.61012678,3079.574059,3240.239222,0.034889414,-0.000357052,-247900,-0.04026326,472795205.4,38942.30995
38352,3122.110107,3132.459961,3062.219971,3067.570068,3067.535889,14100,3111.335205,3124.885885,3155.508033,3168.60991,3198.076597,3235.538372,3414.697302,3109.152911,3125.722927,3149.353779,3159.96008,3196.41721,3266.614506,3428.23064,-48.18636438,70.23999,41.46006543,42.52268515,24.29566965,12.27338479,3135.580078,1,44.859131,-2.25256268,179.8363241,0.067069359,0.034487565,0.932930641,0.932930641,-0.014413058,-0.032104651,-0.04511725,-0.040130534,-0.043023119,-0.059010164,-0.054977853,-0.06995418,-0.242664994,-44.859131,-101.748779,-144.937988,-128.248535,-137.908203,-192.367431,-192.367431,-230.727295,-982.898681,1568.86602,39.6089134,3066.09244,3239.930021,0.036853889,-0.000377538,-262000,0.056877773,474040875.6,38762.92342
38356,3051.23999,3051.23999,3016.26001,3025.419922,3025.385986,13900,3097.388184,3111.15686,3146.933838,3159.590013,3193.664443,3232.8096,3409.572059,3088.21118,3110.286474,3138.083979,3149.991629,3189.710103,3261.837704,3424.222235,-54.74064678,51.310058,43.24935457,42.57459011,37.08418507,14.04558481,3132.459961,1,42.149903,-2.568220138,163.7665577,0.076483161,0.045607054,0.923516839,0.923516839,-0.013740639,-0.031261184,-0.051643058,-0.050398826,-0.055394649,-0.06190569,-0.078812294,-0.084526645,-0.255035537,-42.149903,-97.629151,-164.748291,-160.56836,-177.418213,-199.64795,-199.64795,-279.337159,-1035.728516,2121.667387,46.06156084,3044.130937,3244.149703,0.038326991,-0.000407819,-275900,0.053053435,476459198.7,38218.4505
